"00003100","SAN ZACARIAS","107.1","precipitation"
"00003101","VILLA MORELOS","31.8","max-temperature"
"00003101","VILLA MORELOS","156.0","precipitation"
"00003102","EMILIANO ZAPATA","30.2","max-temperature"
"00003102","EMILIANO ZAPATA","89.1","precipitation"
"00003103","SAN JOSE DE MAGDALENA","30.8","max-temperature"
"00003103","SAN JOSE DE MAGDALENA","180.0","precipitation"
"00003104","LOS ROBLES","28.7","max-temperature"
"00003104","LOS ROBLES","333.0","precipitation"
"00003105","SAN IGNACIO DE LOS ROMERO","31.9","max-temperature"
"00003105","SAN IGNACIO DE LOS ROMERO","176.0","precipitation"
"00003106","SAN JOSE DEL PACIFICO","28.6","max-temperature"
"00003106","SAN JOSE DEL PACIFICO","97.6","precipitation"
"00003107","SANTA AGUEDA","30.5","max-temperature"
"00003107","SANTA AGUEDA","151.1","precipitation"
"00003108","HUATAMOTE","30.6","max-temperature"
"00003108","HUATAMOTE","256.9","precipitation"
"00003109","LA POZA DE LEON","30.6","max-temperature"
"00003109","LA POZA DE LEON","238.8","precipitation"
"00003110","ALFREDO V. BONFIL","28.8","max-temperature"
"00003110","ALFREDO V. BONFIL","142.1","precipitation"
